filepath,classe,split
Experiment2/glioma/glioma_1079.png,glioma,train
Experiment2/glioma/gl-0772.jpg.png,glioma,train
Experiment2/glioma/gl-0615.jpg.png,glioma,train
Experiment2/glioma/gl-1325.jpg.png,glioma,train
Experiment2/glioma/glioma_0001.png,glioma,train
Experiment2/glioma/glioma_0292.png,glioma,train
Experiment2/glioma/glioma_0072.png,glioma,train
Experiment2/glioma/gl-0040.jpg.png,glioma,train
Experiment2/glioma/glioma_0224.png,glioma,train
Experiment2/glioma/glioma_0159.png,glioma,train
Experiment2/glioma/glioma_1165.png,glioma,train
Experiment2/glioma/glioma_1136.png,glioma,train
Experiment2/glioma/gl-0086.jpg.png,glioma,train
Experiment2/glioma/gl-0893.jpg.png,glioma,train
Experiment2/glioma/glioma_0399.png,glioma,train
Experiment2/glioma/gl-1514.jpg.png,glioma,train
Experiment2/glioma/glioma_0839.png,glioma,train
Experiment2/glioma/glioma_1525.png,glioma,train
Experiment2/glioma/gl-0456.jpg.png,glioma,train
Experiment2/glioma/gl-0672.jpg.png,glioma,train
Experiment2/glioma/glioma_1475.png,glioma,train
Experiment2/glioma/glioma_0639.png,glioma,train
Experiment2/glioma/gl-0084.jpg.png,glioma,train
Experiment2/glioma/glioma_0613.png,glioma,train
Experiment2/glioma/glioma_0230.png,glioma,train
Experiment2/glioma/glioma_0794.png,glioma,train
Experiment2/glioma/gl-1154.jpg.png,glioma,train
Experiment2/glioma/gl-0629.jpg.png,glioma,train
Experiment2/glioma/gl-0199.jpg.png,glioma,train
Experiment2/glioma/glioma_0858.png,glioma,train
Experiment2/glioma/glioma_0606.png,glioma,train
Experiment2/glioma/glioma_1503.png,glioma,train
Experiment2/glioma/gl-0233.jpg.png,glioma,train
Experiment2/glioma/gl-0969.jpg.png,glioma,train
Experiment2/glioma/glioma_0641.png,glioma,train
Experiment2/glioma/gl-0065.jpg.png,glioma,train
Experiment2/glioma/gl-0713.jpg.png,glioma,train
Experiment2/glioma/gl-0885.jpg.png,glioma,train
Experiment2/glioma/gl-0649.jpg.png,glioma,train
Experiment2/glioma/glioma_0166.png,glioma,train
Experiment2/glioma/glioma_1516.png,glioma,train
Experiment2/glioma/gl-1217.jpg.png,glioma,train
Experiment2/glioma/gl-0127.jpg.png,glioma,train
Experiment2/glioma/glioma_1195.png,glioma,train
Experiment2/glioma/gl-1141.jpg.png,glioma,train
Experiment2/glioma/glioma_0568.png,glioma,train
Experiment2/glioma/gl-0207.jpg.png,glioma,train
Experiment2/glioma/gl-0410.jpg.png,glioma,train
Experiment2/glioma/glioma_0532.png,glioma,train
Experiment2/glioma/gl-0124.jpg.png,glioma,train
Experiment2/glioma/gl-1414.jpg.png,glioma,train
Experiment2/glioma/glioma_0264.png,glioma,train
Experiment2/glioma/glioma_0396.png,glioma,train
Experiment2/glioma/glioma_0978.png,glioma,train
Experiment2/glioma/gl-0028.jpg.png,glioma,train
Experiment2/glioma/glioma_1090.png,glioma,train
Experiment2/glioma/gl-0358.jpg.png,glioma,train
Experiment2/glioma/glioma_1262.png,glioma,train
Experiment2/glioma/glioma_1290.png,glioma,train
Experiment2/glioma/gl-1127.jpg.png,glioma,train
Experiment2/glioma/glioma_0066.png,glioma,train
Experiment2/glioma/glioma_0366.png,glioma,train
Experiment2/glioma/gl-0704.jpg.png,glioma,train
Experiment2/glioma/gl-1401.jpg.png,glioma,train
Experiment2/glioma/glioma_0617.png,glioma,train
Experiment2/glioma/gl-1052.jpg.png,glioma,train
Experiment2/glioma/gl-0082.jpg.png,glioma,train
Experiment2/glioma/gl-0060.jpg.png,glioma,train
Experiment2/glioma/gl-1215.jpg.png,glioma,train
Experiment2/glioma/gl-1264.jpg.png,glioma,train
Experiment2/glioma/glioma_0583.png,glioma,train
Experiment2/glioma/glioma_1107.png,glioma,train
Experiment2/glioma/gl-0220.jpg.png,glioma,train
Experiment2/glioma/gl-0129.jpg.png,glioma,train
Experiment2/glioma/glioma_0536.png,glioma,train
Experiment2/glioma/glioma_0421.png,glioma,train
Experiment2/glioma/gl-1515.jpg.png,glioma,train
Experiment2/glioma/gl-1394.jpg.png,glioma,train
Experiment2/glioma/glioma_0291.png,glioma,train
Experiment2/glioma/glioma_0277.png,glioma,train
Experiment2/glioma/gl-0452.jpg.png,glioma,train
Experiment2/glioma/glioma_1082.png,glioma,train
Experiment2/glioma/gl-0016.jpg.png,glioma,train
Experiment2/glioma/glioma_0152.png,glioma,train
Experiment2/glioma/gl-0996.jpg.png,glioma,train
Experiment2/glioma/glioma_0120.png,glioma,train
Experiment2/glioma/gl-0242.jpg.png,glioma,train
Experiment2/glioma/gl-1543.jpg.png,glioma,train
Experiment2/glioma/gl-1513.jpg.png,glioma,train
Experiment2/glioma/gl-0745.jpg.png,glioma,train
Experiment2/glioma/glioma_0646.png,glioma,train
Experiment2/glioma/gl-0467.jpg.png,glioma,train
Experiment2/glioma/gl-0944.jpg.png,glioma,train
Experiment2/glioma/glioma_1281.png,glioma,train
Experiment2/glioma/glioma_0585.png,glioma,train
Experiment2/glioma/gl-0988.jpg.png,glioma,train
Experiment2/glioma/gl-0442.jpg.png,glioma,train
Experiment2/glioma/gl-0038.jpg.png,glioma,train
Experiment2/glioma/glioma_1484.png,glioma,train
Experiment2/glioma/gl-0554.jpg.png,glioma,train
Experiment2/glioma/gl-1559.jpg.png,glioma,train
Experiment2/glioma/gl-1041.jpg.png,glioma,train
Experiment2/glioma/glioma_0941.png,glioma,train
Experiment2/glioma/gl-0309.jpg.png,glioma,train
Experiment2/glioma/gl-1120.jpg.png,glioma,train
Experiment2/glioma/glioma_0328.png,glioma,train
Experiment2/glioma/glioma_1378.png,glioma,train
Experiment2/glioma/glioma_1401.png,glioma,train
Experiment2/glioma/gl-0492.jpg.png,glioma,train
Experiment2/glioma/gl-0148.jpg.png,glioma,train
Experiment2/glioma/gl-0308.jpg.png,glioma,train
Experiment2/glioma/gl-1592.jpg.png,glioma,train
Experiment2/glioma/glioma_0624.png,glioma,train
Experiment2/glioma/gl-0225.jpg.png,glioma,train
Experiment2/glioma/gl-0670.jpg.png,glioma,train
Experiment2/glioma/gl-0907.jpg.png,glioma,train
Experiment2/glioma/gl-1137.jpg.png,glioma,train
Experiment2/glioma/gl-0061.jpg.png,glioma,train
Experiment2/glioma/glioma_0806.png,glioma,train
Experiment2/glioma/glioma_0452.png,glioma,train
Experiment2/glioma/gl-0561.jpg.png,glioma,train
Experiment2/glioma/gl-0572.jpg.png,glioma,train
Experiment2/glioma/gl-1110.jpg.png,glioma,train
Experiment2/glioma/gl-0008.jpg.png,glioma,train
Experiment2/glioma/glioma_0109.png,glioma,train
Experiment2/glioma/glioma_1268.png,glioma,train
Experiment2/glioma/gl-1084.jpg.png,glioma,train
Experiment2/glioma/gl-1387.jpg.png,glioma,train
Experiment2/glioma/gl-1524.jpg.png,glioma,train
Experiment2/glioma/glioma_1122.png,glioma,train
Experiment2/glioma/gl-0227.jpg.png,glioma,train
Experiment2/glioma/glioma_0836.png,glioma,train
Experiment2/glioma/gl-0641.jpg.png,glioma,train
Experiment2/glioma/gl-1102.jpg.png,glioma,train
Experiment2/glioma/gl-0859.jpg.png,glioma,train
Experiment2/glioma/glioma_1114.png,glioma,train
Experiment2/glioma/glioma_1456.png,glioma,train
Experiment2/glioma/gl-0915.jpg.png,glioma,train
Experiment2/glioma/gl-0816.jpg.png,glioma,train
Experiment2/glioma/glioma_1157.png,glioma,train
Experiment2/glioma/gl-0861.jpg.png,glioma,train
Experiment2/glioma/gl-1449.jpg.png,glioma,train
Experiment2/glioma/gl-0324.jpg.png,glioma,train
Experiment2/glioma/gl-0562.jpg.png,glioma,train
Experiment2/glioma/gl-1208.jpg.png,glioma,train
Experiment2/glioma/glioma_1098.png,glioma,train
Experiment2/glioma/glioma_0363.png,glioma,train
Experiment2/glioma/gl-0780.jpg.png,glioma,train
Experiment2/glioma/glioma_1567.png,glioma,train
Experiment2/glioma/glioma_1557.png,glioma,train
Experiment2/glioma/gl-1090.jpg.png,glioma,train
Experiment2/glioma/gl-1415.jpg.png,glioma,train
Experiment2/glioma/glioma_0085.png,glioma,train
Experiment2/glioma/gl-0536.jpg.png,glioma,train
Experiment2/glioma/glioma_1260.png,glioma,train
Experiment2/glioma/glioma_0661.png,glioma,train
Experiment2/glioma/glioma_0127.png,glioma,train
Experiment2/glioma/glioma_0660.png,glioma,train
Experiment2/glioma/glioma_0915.png,glioma,train
Experiment2/glioma/gl-0416.jpg.png,glioma,train
Experiment2/glioma/gl-0490.jpg.png,glioma,train
Experiment2/glioma/glioma_1148.png,glioma,train
Experiment2/glioma/glioma_0016.png,glioma,train
Experiment2/glioma/glioma_0604.png,glioma,train
Experiment2/glioma/gl-1298.jpg.png,glioma,train
Experiment2/glioma/gl-1494.jpg.png,glioma,train
Experiment2/glioma/gl-0030.jpg.png,glioma,train
Experiment2/glioma/glioma_0980.png,glioma,train
Experiment2/glioma/gl-1233.jpg.png,glioma,train
Experiment2/glioma/gl-1095.jpg.png,glioma,train
Experiment2/glioma/glioma_0020.png,glioma,train
Experiment2/glioma/gl-0626.jpg.png,glioma,train
Experiment2/glioma/gl-0421.jpg.png,glioma,train
Experiment2/glioma/gl-1617.jpg.png,glioma,train
Experiment2/glioma/glioma_1598.png,glioma,train
Experiment2/glioma/gl-0285.jpg.png,glioma,train
Experiment2/glioma/gl-0236.jpg.png,glioma,train
Experiment2/glioma/gl-1585.jpg.png,glioma,train
Experiment2/glioma/glioma_0541.png,glioma,train
Experiment2/glioma/glioma_0727.png,glioma,train
Experiment2/glioma/glioma_1245.png,glioma,train
Experiment2/glioma/gl-1506.jpg.png,glioma,train
Experiment2/glioma/glioma_0862.png,glioma,train
Experiment2/glioma/glioma_0503.png,glioma,train
Experiment2/glioma/gl-0303.jpg.png,glioma,train
Experiment2/glioma/gl-0235.jpg.png,glioma,train
Experiment2/glioma/glioma_1287.png,glioma,train
Experiment2/glioma/glioma_1355.png,glioma,train
Experiment2/glioma/gl-0076.jpg.png,glioma,train
Experiment2/glioma/glioma_0597.png,glioma,train
Experiment2/glioma/glioma_0210.png,glioma,train
Experiment2/glioma/glioma_0580.png,glioma,train
Experiment2/glioma/glioma_0439.png,glioma,train
Experiment2/glioma/glioma_0442.png,glioma,train
Experiment2/glioma/glioma_0702.png,glioma,train
Experiment2/glioma/glioma_1353.png,glioma,train
Experiment2/glioma/gl-0547.jpg.png,glioma,train
Experiment2/glioma/glioma_1341.png,glioma,train
Experiment2/glioma/glioma_0656.png,glioma,train
Experiment2/glioma/glioma_1044.png,glioma,train
Experiment2/glioma/glioma_1080.png,glioma,train
Experiment2/glioma/gl-0796.jpg.png,glioma,train
Experiment2/glioma/gl-1565.jpg.png,glioma,train
Experiment2/glioma/gl-0206.jpg.png,glioma,train
Experiment2/glioma/gl-0905.jpg.png,glioma,train
Experiment2/glioma/glioma_0679.png,glioma,train
Experiment2/glioma/glioma_0631.png,glioma,train
Experiment2/glioma/glioma_1229.png,glioma,train
Experiment2/glioma/glioma_0522.png,glioma,train
Experiment2/glioma/glioma_1161.png,glioma,train
Experiment2/glioma/glioma_1126.png,glioma,train
Experiment2/glioma/gl-0340.jpg.png,glioma,train
Experiment2/glioma/gl-0901.jpg.png,glioma,train
Experiment2/glioma/glioma_0354.png,glioma,train
Experiment2/glioma/glioma_0739.png,glioma,train
Experiment2/glioma/glioma_0057.png,glioma,train
Experiment2/glioma/gl-0294.jpg.png,glioma,train
Experiment2/glioma/gl-0057.jpg.png,glioma,train
Experiment2/glioma/gl-1091.jpg.png,glioma,train
Experiment2/glioma/glioma_0476.png,glioma,train
Experiment2/glioma/glioma_0750.png,glioma,train
Experiment2/glioma/glioma_1405.png,glioma,train
Experiment2/glioma/gl-0229.jpg.png,glioma,train
Experiment2/glioma/gl-0011.jpg.png,glioma,train
Experiment2/glioma/gl-0657.jpg.png,glioma,train
Experiment2/glioma/glioma_1118.png,glioma,train
Experiment2/glioma/glioma_1298.png,glioma,train
Experiment2/glioma/glioma_1086.png,glioma,train
Experiment2/glioma/gl-1103.jpg.png,glioma,train
Experiment2/glioma/gl-1418.jpg.png,glioma,train
Experiment2/glioma/glioma_0349.png,glioma,train
Experiment2/glioma/gl-0722.jpg.png,glioma,train
Experiment2/glioma/gl-0425.jpg.png,glioma,train
Experiment2/glioma/gl-0460.jpg.png,glioma,train
Experiment2/glioma/gl-0118.jpg.png,glioma,train
Experiment2/glioma/glioma_0158.png,glioma,train
Experiment2/glioma/glioma_0827.png,glioma,train
Experiment2/glioma/glioma_0572.png,glioma,train
Experiment2/glioma/glioma_0538.png,glioma,train
Experiment2/glioma/gl-0228.jpg.png,glioma,train
Experiment2/glioma/glioma_1075.png,glioma,train
Experiment2/glioma/glioma_1078.png,glioma,train
Experiment2/glioma/gl-1147.jpg.png,glioma,train
Experiment2/glioma/gl-1595.jpg.png,glioma,train
Experiment2/glioma/gl-0585.jpg.png,glioma,train
Experiment2/glioma/gl-1107.jpg.png,glioma,train
Experiment2/glioma/glioma_0902.png,glioma,train
Experiment2/glioma/gl-0744.jpg.png,glioma,train
Experiment2/glioma/glioma_1340.png,glioma,train
Experiment2/glioma/glioma_1316.png,glioma,train
Experiment2/glioma/glioma_0063.png,glioma,train
Experiment2/glioma/gl-0250.jpg.png,glioma,train
Experiment2/glioma/gl-0287.jpg.png,glioma,train
Experiment2/glioma/gl-0867.jpg.png,glioma,train
Experiment2/glioma/gl-0902.jpg.png,glioma,train
Experiment2/glioma/glioma_0205.png,glioma,train
Experiment2/glioma/gl-1089.jpg.png,glioma,train
Experiment2/glioma/gl-1105.jpg.png,glioma,train
Experiment2/glioma/gl-0687.jpg.png,glioma,train
Experiment2/glioma/glioma_1236.png,glioma,train
Experiment2/glioma/gl-1050.jpg.png,glioma,train
Experiment2/glioma/glioma_1243.png,glioma,train
Experiment2/glioma/gl-0711.jpg.png,glioma,train
Experiment2/glioma/gl-0526.jpg.png,glioma,train
Experiment2/glioma/glioma_0990.png,glioma,train
Experiment2/glioma/gl-0330.jpg.png,glioma,train
Experiment2/glioma/glioma_0090.png,glioma,train
Experiment2/glioma/gl-0981.jpg.png,glioma,train
Experiment2/glioma/gl-0716.jpg.png,glioma,train
Experiment2/glioma/glioma_0491.png,glioma,train
Experiment2/glioma/glioma_0010.png,glioma,train
Experiment2/glioma/gl-0423.jpg.png,glioma,train
Experiment2/glioma/glioma_1222.png,glioma,train
Experiment2/glioma/gl-1527.jpg.png,glioma,train
Experiment2/glioma/glioma_0779.png,glioma,train
Experiment2/glioma/gl-0758.jpg.png,glioma,train
Experiment2/glioma/glioma_0788.png,glioma,train
Experiment2/glioma/gl-1466.jpg.png,glioma,train
Experiment2/glioma/glioma_0818.png,glioma,train
Experiment2/glioma/gl-1126.jpg.png,glioma,train
Experiment2/glioma/gl-0109.jpg.png,glioma,train
Experiment2/glioma/gl-1057.jpg.png,glioma,train
Experiment2/glioma/gl-1561.jpg.png,glioma,train
Experiment2/glioma/gl-0891.jpg.png,glioma,train
Experiment2/glioma/gl-0605.jpg.png,glioma,train
Experiment2/glioma/gl-0471.jpg.png,glioma,train
Experiment2/glioma/gl-0406.jpg.png,glioma,train
Experiment2/glioma/gl-1569.jpg.png,glioma,train
Experiment2/glioma/glioma_0755.png,glioma,train
Experiment2/glioma/glioma_1528.png,glioma,train
Experiment2/glioma/glioma_0420.png,glioma,train
Experiment2/glioma/glioma_0611.png,glioma,train
Experiment2/glioma/glioma_0317.png,glioma,train
Experiment2/glioma/gl-1219.jpg.png,glioma,train
Experiment2/glioma/glioma_1443.png,glioma,train
Experiment2/glioma/gl-1366.jpg.png,glioma,train
Experiment2/glioma/glioma_0011.png,glioma,train
Experiment2/glioma/glioma_0734.png,glioma,train
Experiment2/glioma/glioma_0069.png,glioma,train
Experiment2/glioma/gl-0899.jpg.png,glioma,train
Experiment2/glioma/glioma_1588.png,glioma,train
Experiment2/glioma/gl-1244.jpg.png,glioma,train
Experiment2/glioma/glioma_1322.png,glioma,train
Experiment2/glioma/glioma_1218.png,glioma,train
Experiment2/glioma/gl-1210.jpg.png,glioma,train
Experiment2/glioma/glioma_0030.png,glioma,train
Experiment2/glioma/gl-1249.jpg.png,glioma,train
Experiment2/glioma/gl-0884.jpg.png,glioma,train
Experiment2/glioma/gl-0894.jpg.png,glioma,train
Experiment2/glioma/gl-0640.jpg.png,glioma,train
Experiment2/glioma/gl-1082.jpg.png,glioma,train
Experiment2/glioma/gl-1412.jpg.png,glioma,train
Experiment2/glioma/gl-1278.jpg.png,glioma,train
Experiment2/glioma/glioma_1358.png,glioma,train
Experiment2/glioma/glioma_1442.png,glioma,train
Experiment2/glioma/gl-0860.jpg.png,glioma,train
Experiment2/glioma/gl-0856.jpg.png,glioma,train
Experiment2/glioma/gl-1027.jpg.png,glioma,train
Experiment2/glioma/glioma_1230.png,glioma,train
Experiment2/glioma/glioma_0642.png,glioma,train
Experiment2/glioma/gl-1378.jpg.png,glioma,train
Experiment2/glioma/glioma_0696.png,glioma,train
Experiment2/glioma/gl-1464.jpg.png,glioma,train
Experiment2/glioma/glioma_0309.png,glioma,train
Experiment2/glioma/glioma_0329.png,glioma,train
Experiment2/glioma/gl-0188.jpg.png,glioma,train
Experiment2/glioma/gl-0516.jpg.png,glioma,train
Experiment2/glioma/gl-0473.jpg.png,glioma,train
Experiment2/glioma/gl-0947.jpg.png,glioma,train
Experiment2/glioma/glioma_0682.png,glioma,train
Experiment2/glioma/gl-1390.jpg.png,glioma,train
Experiment2/glioma/glioma_1172.png,glioma,train
Experiment2/glioma/glioma_0026.png,glioma,train
Experiment2/glioma/glioma_1087.png,glioma,train
Experiment2/glioma/glioma_0175.png,glioma,train
